Condensate_ID,Times (s),x_position (um),y_position (um),Length_of_major_axis (um),Length_of_minor_axis (um),Aspect_ratio,Area (um^2),Angle (degrees)
0,0.038,8.878,16.436,2.36426896895758,1.69693173983523,1.39326109203847,12.6040793235531,90
0,0.114,8.893,16.462,2.29436005644776,1.27415503079027,1.80069143942769,9.18403899864804,-75.9494973488354
0,0.19,8.848,16.47,2.020867894648,1.68496887474028,1.19935028174303,10.6974355816197,90
0,0.266,8.862,16.476,2.32743710793175,1.46922897723052,1.58412142967596,10.742795590334,-71.6181150474063
0,0.342,8.917,16.471,2.21059255217031,1.50606481946919,1.46779376531047,10.4592908279387,-81.1614809571705
0,0.418,8.926,16.429,2.30680769593892,1.66316328516819,1.38700013192369,12.0530276700668,-89.1718580401647
0,0.494,8.921,16.387,2.33117025741848,1.54025907061428,1.51349230911445,11.2802218529331,-83.7320276489608
0,0.57,8.928,16.376,2.31329342630598,1.52639742152408,1.51552498299964,11.0929797483679,-77.0053832080835
0,0.646,8.922,16.41,2.38077010565811,1.51903745719289,1.56728861055057,11.3615037560335,-79.9956414968506
0,0.722,8.866,16.411,2.30680769593892,1.66316328516819,1.38700013192369,12.0530276700668,-89.1718580401647
0,0.798,8.825,16.43,2.27904874140477,1.54974327217386,1.47059760305196,11.0959181830407,-83.2268756263534
0,0.874,8.791,16.432,2.23485338438364,1.39033531472651,1.60742042636187,9.76154281853045,-77.6680926437682
0,0.95,8.787,16.391,2.23923396528476,1.47556495809575,1.51754346902798,10.3802467833003,-75.0310166333942
0,1.026,8.772,16.43,2.27904874140477,1.54974327217386,1.47059760305196,11.0959181830407,-83.2268756263534
0,1.102,8.731,16.474,2.27390413390801,1.2815899807212,1.77428363838207,9.15526938253611,-82.5369768149125
0,1.178,8.72,16.456,2.27390413390801,1.2815899807212,1.77428363838207,9.15526938253611,-82.5369768149125
0,1.254,8.74,16.464,2.34165525501371,1.64647178333955,1.42222616792382,12.1123140406099,-63.434948822922
0,1.33,8.753,16.486,2.25427528167829,1.55080663117225,1.45361467791397,10.9828353031292,-81.1276641874715
0,1.406,8.782,16.529,2.28816092174417,1.49538778589918,1.53014552032622,10.7495495523893,-79.614453434004
0,1.482,8.823,16.538,1.98344576543231,1.63872304115197,1.21036057687821,10.2111760198755,-77.508421496345
0,1.558,8.832,16.499,2.25096895284379,1.62891560384338,1.38188187744822,11.5190844212019,-82.5041423602702
0,1.634,8.795,16.463,2.24116863012705,1.52340980364374,1.47115282097211,10.7260830120212,-75.8320159845358
0,1.71,8.765,16.449,2.32787301429673,1.44108227798255,1.61536440345075,10.538964361163,-80.2876976304319
0,1.786,8.786,16.517,1.94702391031113,1.49898072903226,1.29889855993554,9.16889938767489,-75.6947701670174
0,1.862,8.793,16.506,2.010055641594,1.56627642779559,1.28333390321337,9.89068485346513,-72.8921489337813
0,1.938,8.815,16.492,2.34831263656168,1.56644203526771,1.4991379085153,11.5563348344657,-78.231097002601
0,2.014,8.785,16.552,1.98334861366409,1.53926798165342,1.28850118192783,9.59098397499064,-65.1690634523806
0,2.09,8.733,16.591,2.15616628884713,1.50190423243273,1.43562168764559,10.1735931418054,-74.6079267368368
0,2.166,8.695,16.561,1.88169883145446,1.53989168339589,1.2219683057868,9.10311776976795,-70.3951160037717
0,2.242,8.713,16.517,2.14195868049339,1.60219324300465,1.33689159522138,10.7814173346163,-83.8573902663474
0,2.318,8.725,16.532,2.23713876923033,1.46495874684242,1.52710018220805,10.2959918938614,-74.4972057802035
0,2.394,8.657,16.572,2.32172058893758,1.3630108451889,1.70337646038011,9.94166527518123,-90
0,2.47,8.676,16.611,2.26109260614889,1.28921156085456,1.75385691131262,9.15782655373382,-82.2322400234513
0,2.546,8.668,16.638,2.19217517548211,1.31343011487733,1.66904592079256,9.04549000059083,90
0,2.622,8.639,16.656,2.27435871032503,1.23265785984099,1.84508514845994,8.80747429491159,-79.3679376697238
0,2.698,8.593,16.678,2.19217517548211,1.31343011487733,1.66904592079256,9.04549000059083,90
0,2.774,8.539,16.677,1.88169883145446,1.53989168339589,1.2219683057868,9.10311776976795,-70.3951160037717
0,2.85,8.586,16.648,1.92066286652082,1.28077196246431,1.4996134540807,7.72810162536345,-88.1376657714945
0,2.926,8.668,16.652,2.17825819807863,1.23169612474642,1.76850292398792,8.42874286261234,-82.7648529499671
0,3.002,8.69,16.644,2.03855523483131,1.44393201559248,1.41180832117975,9.24738846291125,-75.4623495259543
0,3.078,8.685,16.598,2.17825819807863,1.23169612474642,1.76850292398792,8.42874286261234,-82.7648529499671
0,3.154,8.733,16.606,2.18034397345254,1.27702079004139,1.70736764072718,8.7472764887129,-86.2975609724516
0,3.23,8.696,16.643,1.99967402612207,1.52266757025932,1.31327025358628,9.56564317612142,-76.6092335294703
0,3.306,8.644,16.654,2.19217517548211,1.31343011487733,1.66904592079256,9.04549000059083,90
