Condensate_ID,Times (s),x_position (um),y_position (um),Length_of_major_axis (um),Length_of_minor_axis (um),Aspect_ratio,Area (um^2),Angle (degrees)
1,0.038,15.419,13.033,1.60093839148586,1.54213220358481,1.03813303928441,7.75614819591277,-45
1,0.114,15.493,13.017,2.19246232445497,1.28904872848258,1.70083742841581,8.87874016565354,-79.7517754757346
1,0.19,15.533,12.976,1.69294291788822,1.45330180741606,1.16489424925318,7.72943948400826,-69.0899150599321
1,0.266,15.514,12.914,2.03121770289876,1.62969068532972,1.24638234800232,10.3994777227233,-82.8093027044547
1,0.342,15.582,12.851,1.6802903820816,1.66692912665642,1.0080154910077,8.7993653376987,90
1,0.418,15.685,12.857,1.96850152843602,1.60802265186653,1.22417524787419,9.94438182837752,-86.4917491276385
1,0.494,15.728,12.861,1.96850152843602,1.60802265186653,1.22417524787419,9.94438182837752,-86.4917491276385
1,0.57,15.799,12.848,1.94819564147513,1.6191113735544,1.2032499266547,9.90966934404351,-67.4622557665609
1,0.646,15.8,12.854,1.97775719978378,1.52952456997921,1.29305356618799,9.50340646591145,-62.9693107093908
1,0.722,15.834,12.791,1.90675137965734,1.61131664512022,1.18334989304047,9.65216717891648,-77.4757953473816
1,0.798,15.873,12.724,2.11402781484593,1.76804632627734,1.19568575971482,11.7423280706033,-43.6867971808546
1,0.874,15.849,12.695,1.93566444569503,1.84455543945125,1.04939347676689,11.2168692749857,-73.9663041983698
1,0.95,15.865,12.669,1.91772857093877,1.62035868140676,1.18352102713076,9.76221057962435,90
1,1.026,15.986,12.621,1.94081095856886,1.80342085391328,1.07618305198005,10.9958851675928,-60.6498006673143
1,1.102,16.044,12.588,2.11402781484593,1.76804632627734,1.19568575971482,11.7423280706033,46.3132028191454
1,1.178,16.043,12.557,2.11402781484593,1.76804632627734,1.19568575971482,11.7423280706033,-46.3132028191454
1,1.254,16.013,12.498,2.00353900917368,1.93679686735239,1.03446006287305,12.1907871700389,69.392239954744
1,1.33,15.991,12.423,1.88169883145446,1.53989168339589,1.2219683057868,9.10311776976795,-19.6048839962283
1,1.406,16.038,12.421,2.37446263574801,2.14871119280281,1.10506365103945,16.0285139223666,-62.0798472728347
1,1.482,16.061,12.382,1.6802903820816,1.66692912665642,1.0080154910077,8.7993653376987,0
1,1.558,16.11,12.354,2.34069376089224,1.78943408162572,1.3080636973035,13.1586148347615,-86.6770504765012
1,1.634,16.082,12.419,2.31514187474798,1.66413844569948,1.39119547458977,12.1036661701181,84.0161941094621
1,1.71,16.119,12.431,1.80108696260872,1.63344502264685,1.10263090439997,9.24249186759054,-3.07135907617727
1,1.786,16.195,12.447,2.52647942481702,2.09968982813616,1.20326316342624,16.6655934343824,-83.6081822113278
1,1.862,16.205,12.412,2.29397976704956,1.93263146219457,1.18697217339341,13.9279917585654,82.2054098134336
1,1.938,16.196,12.386,2.41330785697712,1.9849026105868,1.21583187210564,15.0487976446251,-71.9493651353956
1,2.014,16.232,12.418,2.52964831347214,1.6664924994406,1.51794761411845,13.2438234676437,-87.5912216664206
1,2.09,16.27,12.401,2.63857360211313,2.54084582227412,1.0384626957615,21.0618928430672,-84.1497102685921
1,2.166,16.265,12.392,2.4416256754085,2.05797658570676,1.18642053187889,15.78590137835,-78.8607490766096
1,2.242,16.349,12.46,2.52268852137773,2.16821027746825,1.16348886802778,17.1836295896389,-76.6949701821885
1,2.318,16.357,12.516,2.58077688518319,2.38474779345269,1.08220118381856,19.3349382142053,59.3452893152483
1,2.394,16.44,12.567,2.00424935241767,1.79585996979473,1.116038770354,11.307695229471,-45
1,2.47,16.497,12.482,2.7836673164955,2.46193043531975,1.13068479781557,21.5299479712927,76.1304216411924
1,2.546,16.533,12.377,2.68916827338279,2.11942724257624,1.2688183955369,17.905496328783,-69.6401346720289
1,2.622,16.619,12.388,2.78126327334553,2.34325374905494,1.18692364173843,20.4744052109419,40.1815921105714
1,2.698,16.672,12.399,2.90615332422578,2.51924258160669,1.15358217007126,23.0005586406453,14.1951769531579
1,2.774,16.794,12.419,2.85713396520132,2.3984954655138,1.19121924818368,21.5287779530166,80.454679734028
1,2.85,16.784,12.362,2.81213797638,2.37895451612476,1.18208984548426,21.0170925543054,87.3058120316467
1,2.926,16.795,12.298,3.03921387758611,2.1306202873927,1.4264455734181,20.3431028264435,19.0913508499169
1,3.002,16.818,12.352,2.76204432689302,2.38986788161172,1.15573097079756,20.7374049972741,89.2574432731623
1,3.078,16.88,12.428,2.79611379111664,2.3215848429257,1.20439871049164,20.3933829212072,2.7558953971309
1,3.154,16.972,12.402,2.93865277752892,2.35195688448043,1.24945010553546,21.713383502063,5.47703132169917
1,3.23,17.002,12.347,2.79813351188465,2.52293957733138,1.10907670442285,22.1781417612487,18.7496914315273
1,3.306,17.092,12.314,2.76335273571629,2.60714540620971,1.05991508150429,22.6334861195607,70.1618660511839
1,3.382,17.162,12.291,2.54981344847327,2.21465433370727,1.15133698729632,17.7404336117474,69.7183896244105
